directory,image_name,binary_cat,multi_cat
./dataset/unhealthy/Greening,Greening_275.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_162.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_503.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_35.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_402.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_374.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_196.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_98.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_250.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_526.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_49.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_281.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_147.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_308.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_191.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_257.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_286.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_521.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_140.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_479.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_32.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_405.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_373.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_259.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_91.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_288.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_40.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_477.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_301.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_582.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_225.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_553.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_132.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_222.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_585.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_554.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_135.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_198.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_96.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_47.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_528.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_149.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_470.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_306.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_100.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_561.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_217.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_439.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_72.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_333.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_494.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_445.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_75.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_493.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_334.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_442.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_107.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_566.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_210.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_348.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_399.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_175.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_514.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_262.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_109.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_568.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_346.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_397.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_430.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_219.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_341.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_437.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_390.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_172.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_513.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_265.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_381.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_426.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_350.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_208.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_11.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_274.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_163.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_502.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_273.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_164.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_505.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_421.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_386.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_357.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_118.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_16.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_579.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_453.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_325.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_482.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_64.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_388.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_359.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_201.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_116.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_577.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_18.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_428.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_206.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_111.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_570.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_454.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_485.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_322.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_63.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_545.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_124.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_594.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_233.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_317.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_461.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_5.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_539.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_56.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_158.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_189.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_87.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_310.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_466.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_51.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_299.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_2.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_80.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_248.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_542.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_123.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_234.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_593.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_468.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_530.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_297.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_151.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_180.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_246.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_362.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_414.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_23.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_365.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_413.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_24.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_319.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_290.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_58.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_537.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_156.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_187.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_241.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_89.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_328.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_270.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_69.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_506.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_167.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_422.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_385.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_354.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_15.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_382.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_425.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_353.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_12.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_459.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_488.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_277.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_501.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_160.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_205.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_573.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_112.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_457.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_486.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_321.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_279.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_60.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_450.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_326.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_481.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_508.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_67.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_169.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_202.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_574.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_115.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_313.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_465.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_1.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_52.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_83.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_419.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_120.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_541.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_237.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_590.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_368.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_127.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_546.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_29.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_597.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_230.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_314.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_462.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_55.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_6.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_84.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_366.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_410.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_129.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_27.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_548.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_155.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_8.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_293.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_534.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_242.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_184.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_152.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_533.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_294.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_245.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_183.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_361.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_417.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_20.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_239.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_254.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_192.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_143.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_285.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_522.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_228.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_31.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_406.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_370.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_588.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_138.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_559.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_36.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_401.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_377.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_253.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_195.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_144.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_525.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_282.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_221.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_586.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_136.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_38.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_557.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_379.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_95.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_44.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_473.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_305.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_92.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_43.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_474.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_302.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_581.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_226.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_131.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_550.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_408.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_76.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_519.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_178.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_490.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_337.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_441.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_565.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_104.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_213.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_562.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_103.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_214.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_71.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_268.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_330.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_497.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_446.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_342.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_434.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_393.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_510.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_171.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_266.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_499.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_448.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_517.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_78.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_176.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_261.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_339.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_345.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_394.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_433.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_153.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_295.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_532.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_244.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_182.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_360.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_416.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_21.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_238.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_367.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_411.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_128.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_26.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_549.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_154.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_9.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_535.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_292.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_243.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_185.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_369.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_126.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_547.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_28.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_231.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_596.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_315.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_463.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_54.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_7.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_85.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_312.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_464.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_53.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_82.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_418.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_121.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_540.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_591.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_236.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_451.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_480.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_327.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_509.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_66.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_168.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_203.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_575.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_114.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_204.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_572.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_113.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_456.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_320.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_487.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_278.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_61.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_424.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_383.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_352.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_13.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_458.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_489.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_276.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_500.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_161.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_329.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_271.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_68.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_507.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_166.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_384.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_423.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_355.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_14.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_516.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_79.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_177.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_260.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_338.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_344.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_432.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_395.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_343.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_392.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_435.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_511.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_170.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_267.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_498.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_449.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_563.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_102.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_215.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_70.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_269.jpg,unhealthy,Greening
./dataset/unhealthy/Greening,Greening_496.jpg,unhealthy,Greening
